Classificação;Segmento;Faixas de experiência;Dia da Semana;Dia;Mês;Ano;Hora;Descrição;Estado;Dias Perdidos;Dias Debitados;Reabilitado;Dias Perdidos Corrigidos;Agente Causador;Gravidade;Potencial;Grau de Risco;Compromissos (Regra de Ouro);Evento_Crítico_Target
Quase Acidente;Geração - Eólica;Até 6 meses;Terça- feira;5;9;2023;07:00 - 08:00;Durante movimentação para deslocamento até a frente de trabalho, ainda no canteiro de obras, o operador da retroescavadeira da empresa Gel Engenharia esbarrou em um veículo parado causando a quebra do farol.;RS;N/A;-;Não;-;Outros;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Geração - Eólica;6 meses a 1 ano;Terça- feira;5;9;2023;13:00 - 14:00;Quando da realização de atividade de corte com conjunto oxiacetilênico, o profissional verificou uma pequena explosão na ponta da mangueira (conexão com o cilindro) e uma chama. Como a chama diminuiu, o mesmo colaborador conseguiu fechar a válvula sendo contido o princípio de incêndio.;RS;N/A;-;Não;-;Incêndio;;15;Baixo;9 - Trabalho a Quente;Não
Quase Acidente;Geração - Eólica;6 meses a 1 ano;Sexta-feira;8;9;2023;10:00 - 11:00;Verificou-se que um principio de incêndio em um gerador instalado no canteiro de obras da empresa Gel Engenharia, próximo ao alojamento, que foi contido sem atingir ninguém ou nenhuma outra estrutura.;RS;N/A;-;;;Outros;;13;Médio;9 - Trabalho a Quente;Não
Quase Acidente;Transmissão;Acima de 10 anos;Sexta-feira;24;11;2023;10:00 - 11:00;Durante atividade de movimentação de carga, para carregar o caminhão com um componente de disjuntor, um dos olhais  acabou soltando, resultando na queda do componente.;SC;N/A;;;;Transporte manual de carga;;12;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Geração - Hidráulica;6 meses a 1 ano;Segunda - feira;9;10;2023;15:00 - 16:00;Durante inspeção, foi verificado no piso presença de rocha de médio porte, devido provável queda do talude no acesso a área dos transformadores;MG;N/A;N/A;Não;N/A;;;6;Alto;Outros;Sim
Quase Acidente;Geração - Hidráulica;;Segunda - feira;10;4;2023;16:00 - 17:00;Ao realizar o descarregamento das alavancas sobressalentes do Rotor Kaplan, em uma das peças o pallet de transporte não suportou o peso e veio a romper resultando na queda da peça.;BA;;NA;Não;;Outros;Baixo;4;Alto;11 - Não se Aplica;Sim
Quase Acidente;Geração - Hidráulica;;Quinta - feira;4;10;2023;08:00 - 09:00;Às 08h51min, do dia 04/10/2023, ocorreu o desligamento automático das Unidades Geradoras (UG) 01G3/01G4 da Usina Hidroelétrica de Sobradinho, em razão de incêndio no painel dos tiristores da UG 01G4, localizado no piso 04. Houve o acionamento da sirene de emergência e foi acionado o procedimento de abandono de área pelas equipes da brigada da Eletrobras Chesf e da contratada Andritz. As equipes de Operação e Manutenção, atuaram prontamente para extinção do foco de incêndio. Cerca de 10 minutos após o início do combate, o fogo foi controlado. A brigada de combate a incêndio, fazendo uso de máscaras com filtro bem como óculos de segurança, avaliou o cenário, constatou a inexistência de vítimas e o controle efetivo do fogo.;BA;0;0;Não;0;Incêndio;Baixo;14;Baixo;11 - Não se Aplica;Não
Quase Acidente;Transmissão;;Quarta - feira;1;3;2023;11:00 - 12:00;Empregado foi atacada por marimbondo durante atividade de poda de vegetação.;PI;;NA;Não;;Animal;Baixo;10;Médio;11 - Não se Aplica;Não
Quase Acidente;Transmissão;;Quarta - feira;19;4;2023;16:00 - 17:00;Trator que estava atuando na atividade de supressão de vegetação tombou em um buraco.;PI;;NA;Não;;Atingido entre ou abaixo (esmagado ou amputado);Baixo;4;Alto;8 - Veículos e Equipamentos Móveis;Sim
Quase Acidente;Transmissão;;Sexta-feira;22;9;2023;11:00 - 12:00;O incêndio que ocorreu na tarde de hoje (22/09/2023) iniciou em edificações de terceiros e externas à área da Subestação de Teresina. O incêndio não afetou a área operacional da subestação e não houve qualquer impacto na prestação do serviço de energia elétrica. ;PI;0;0;Não;0;Incêndio;Baixo;11;Médio;11 - Não se Aplica;Não
Quase Acidente;Geração - Hidráulica;;Domingo;30;7;2023;14:00 - 15:00;Durante a sincronização da unidade geradora n. 19, houve uma explosão do transformador n. 19 e com propagação de incêndio para Subestação blindada.;PA;;0;Não;0;Eletricidade;Médio;4;Alto;11 - Não se Aplica;Sim
Quase Acidente;Adm;6 meses a 1 ano;Quinta - feira;14;12;2023;16:00 - 17:00;Empregados do almoxarifado escutaram ruido e perceberam falta de energia no local, não identificaram  a causa. Ao religar o disjuntor constatou-se  curto-circuito em uma tomada de resitencia de aquecimento de paineis.;SC;N/A;;;;Outros;;13;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;Até 6 meses;Sexta-feira;3;11;2023;21:00 - 22:00 ;Incidente ocorrido na cidade de Xanxerê SC motorista contratado  (foi buscar cabos para atendimento a serviço emergencial desligamento trafo 7 SECNO) quando em uma rotatória a caminho da base da Regional do Oeste foi atingido por um veiculo, do local.;SC;N/A;;;;Carro - Colisão ;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;6 meses a 1 ano;Segunda - feira;13;11;2023;13:00 - 14:00;Durante supressão e vegetaçao exótica fora faixa ocorreu queda de um eucalipto que tocou a LT Salto Santiago/Ita 525kV ocasionando desligamento;SC;N/A;;;;Outros;;2;Crítico;Outros;Sim
Típico com afastamento;Transmissão;6 meses a 1 ano;Quarta - feira;29;5;2024;10:00 - 11:00;Um empregado terceirizado se encontrava no potencial durante a atividade de troca dos isoladores da estrutura de concreto 78/2 de circuito duplo da LT 04N2 JZDSNB. Durante a movimentação de material, realizada por outro eletricista que se encontrava na estrutura (posição apoio), referente ao envio de um cano de PVC que abrigava preformados para o eletricista no potencial, utilizando um bastão isolante, no momento exato que o eletricista de potencial colocou a mão no cano de PVC para recebê-lo, houve um curto-circuito fase-terra com descarga elétrica entre a linha de transmissão e a estrutura de concreto. O eletricista de potencial teve queimaduras pela radiação térmica do arco elétrico na mão e no bíceps, mas se manteve totalmente consciente e saiu do potencial normalmente. Ambos foram enviados imediatamente ao hospital, estando a todo momento ativos e conscientes. Havia 01 fiscal técnico e 01 técnico de segurança acompanhando a atividade. ;BA;3;0;Não;;Eletricidade;Médio;7;Alto;4 - Eletricidade;Sim
Quase Acidente;Logistica;;Quarta - feira;20;11;2024;13:00 - 14:00;Incêndio na vegetação do pátio de sucatas do almoxarifado de Abreu e Lima.;PE;;;;;Incêndio;;15;Baixo;Outros;Não
Quase Acidente;CSC;;Quinta - feira;22;8;2024;13:00 - 14:00;Incêndio ocorrido nas áreas externas (área verde) do Centro Tecnológico, proveniente da propriedade rural, provocando a perda do equipamento de projeção de concreto;GO;N/A;N/A;;N/A;;;11;Médio;11 - Não se Aplica;Não
Quase Acidente;Geração - Hidráulica;;Terça- feira;24;9;2024;20:00 - 21:00 ;Incêndio em área verde próxima ao antigo escritório de obras;MG;N/A;N/A;;N/A;;;11;Médio;11 - Não se Aplica;Não
Quase Acidente;Geração - Hidráulica;;Segunda - feira;4;3;2024;10:00 - 11:00;Queda de disjuntor de média tensão que estava içado com uma talha. Houve rompimento de um dos elos da corrente e a queda em seguida.;MG;N/A;N/A;;N/A;;Baixo;11;Médio;6 - Linha de Perigo;Não
Quase Acidente;Transmissão;Acima de 10 anos;Terça- feira;25;6;2024;07:00 - 08:00;Ao parar no semáforo veículo foi atingido na traseira por terceiro;SC;N/A;Não;Não;N/A;;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;1 a 3 anos;Quinta - feira;31;10;2024;10:00 - 11:00;O empregado terceirizado prestava apoio na realocação de cercas e aberturas de colchetes para o serviço do trator de esteiras próximo a estrutura 055/1 da LT 04M9 AGL/MSI, quando foi acometido por diversas ferroadas de abelhas.;AL;;;;;Animal;;13;Médio;Outros;Não
Desvio Crítico;Transmissão;;Terça- feira;20;8;2024;11:00 - 12:00;Durante movimento de descida do cesto da PEMT em trabalho de substituição de TC na SE PRD houve o travamento do equipamento sem aceitar comandos. Equipe utilizou escada de apoio para retirada dos 2 O&M do cesto do equipamento.;PE;;;;;Passarela/ plataforma permanentes - superfície utilizada para sustentar pessoas;;10;Médio;3 - Trabalho em Altura;Não
Quase Acidente;Transmissão;;Sexta-feira;3;5;2024;16:00 - 17:00;o empregado terceirizado, durante a atividade de complementação de gás SF6 na câmara B do disjuntor 14T3 da SE Igaporã III (IGT), quando regulava a pressão do lado jusante do manômetro redutor para a pressão que se deseja inserir no disjuntor, a mangueira do kit de gás estourou. O segmento que estourou foi retirado, foi feito teste de pressão na mangueira, com resultado satisfatório, e concluída a complementação do gás do disjuntor.;BA;;;;;Outros;;15;Baixo;Outros;Não
Desvio Crítico;Transmissão;N/A;Quinta - feira;16;5;2024;17:00 - 18:00;Durante execução da SI 00004861/24S, houve descumprimento dos procedimentos ao acessar a área sem liberação do COSE, carregamento de escada na vertical e desbloqueio de CS sem autorização do COSE;MS;N/A;Não;Não;N/A;;;4;Alto;4 - Eletricidade;Sim
Quase Acidente;Transmissão;;Quinta - feira;23;5;2024;14:00 - 15:00;Durante içamento da escada para troca de cadeia de isoladores, a corda desprendeu-se da roldana, causando queda abrupta por cerca de 10m ;RJ;N/A;N/A;;N/A;;;11;Médio;3 - Trabalho em Altura;Não
Quase Acidente;Transmissão;;Quinta - feira;12;9;2024;14:00 - 15:00;Durante substituição de uma cadeia de ancoragem, o julgo quebrou e a fase ficou sustentada apenas por uma cadeia, sendo a ponta do julgo projetados para o solo, os demais materiais não foram projetados.;RJ;N/A;N/A;;N/A;;;4;Alto;3 - Trabalho em Altura;Sim
Quase Acidente;Transmissão;;Terça- feira;6;2;2024;09:00 - 10:00;Atividade de troca de isoladores na LT 04Z9 Est. 22-6 estava sendo  realizado quando o bastão isolante, que estava ancorado na escada isolante, veio a cair no solo nas proximidades da base da torre autoportante.;AL;;;;;Ferramenta Manual;;16;Baixo;3 - Trabalho em Altura;Não
Quase Acidente;Expansão;;Sexta-feira;19;4;2024;00:00 - 01:00 ;Depois de finalizarem suas atividades na SE SGH (Subestação em implantação para o P&D Planta Híbrida Inteligente), no retorno ao alojamento, o veículo utilizado para o transporte apresentou falha na direção colidindo com a cerca existente na estrada. Face a velocidade controlada, só restaram danos leves ao veículo e nenhuma lesão aos ocupantes.;BA;;;;;Carro - Colisão ;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;;Quinta - feira;18;7;2024;18:00 - 19:00 ;Durante a execução da atividade de conexão de pulo, com uso de PTA, o conector chapa-tubo quebrou ocorrendo queda do pulo ao solo. Vale salientar que os equipamentos estavam desligados e toda a área do eventual raio de queda estava sinalizada, isolada e livre de pessoas e equipamentos, não havendo qualquer dano material ou pessoal, além da ruptura do conector citado. Obs.: ocorreu reincidência desse evento no dia 15/07/2024 na mesma atividade ;BA;;;;;Eletricidade;;15;Baixo;4 - Eletricidade;Não
Quase Acidente;Transmissão;;Sábado;7;12;2024;07:00 - 08:00;A equipe de manutenção da OOTBB.C (próprios e terceiros) preparava-se para realizar atividades na subestação Cícero Dantas (CCD), realizando a montagem de andaime isolante na base da chave 34T2-4, quando o disjuntor SIEMENS 3AS2, posição 14T2-CCD, foi desligado sem o prévio afastamento da equipe de manutenção do local. Destaca-se que apesar do Centro de Operação (CROP) ter solicitado ao O&M a confirmação de que não haviam equipes próximas, a equipe local (ELIMCO) autorizou o comando, sem a adequada confirmação. Salienta-se que o disjuntor manobrado 14T2 CCD não tem histórico de explosão e não faz parte dos equipamentos relacionados na Recomendação Operativa (ROP OOON.C.2024-34) e que as equipes estavam a mais de 3 metros do disjuntor manobrado.;BA;;;;;Eletricidade;;15;Baixo;4 - Eletricidade;Não
Quase Acidente;Transmissão;;Quinta - feira;28;11;2024;11:00 - 12:00;Empresa terceirizada realizava desmontagem da compensação série-03, enquanto faziam o serviço ouviram estralo na estrutura, os trabalhadores estavam em solo, se afastaram e minutos depois a estrutura veio a desabar.;MA;;;;;;Baixo;7;Alto;2 - Percepção de Risco;Sim
Típico sem afastamento;Expansão;Até 6 meses;Quinta - feira;12;9;2024;10:00 - 11:00;O acidente em questão ocorreu em uma atividade lançamento de cabo, onde um funcionário estava liberando a escolta de cabo piloto da bobina para o solo, onde a extremidade com a charroa (alça de emenda), que se desenrolou rapidamente do carretel da bobina e atingiu seu cotovelo.;PE;-;-;Não;-;Ferramenta Manual;Baixo;16;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;;Terça- feira;23;1;2024;09:00 - 10:00;Durante a substituição do transformador de corrente 94T1 fase A na subestação Jaguarari, ao realizar o içamento  do equipamento a ser substituído utilizando um munck, cintas e uma corda que prendia a parte superior do TC nas cintas, houve o tombamento do TC quando a corda que fazia a amarração das cintas no corpo do equipamento se desprendeu. Com isto, o TC ficou  preso apenas pelas cintas em sua base e fez um movimento de pêndulo atingindo a caixa do secundário do TP da mesma fase e a estrutura metálica da base.;BA;;0;Não;0;Outros;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;;Quinta - feira;28;3;2024;09:00 - 10:00;O empregado terceirizado, durante a preparação em solo para a atividade da troca dos isoladores da estrutura 119/2 de circuito duplo da LT 04N2 JZDSNB e 04L1 JGRSNB de 230 kV, encaixou a escada na extensão, mas não inseriu as travas corretamente. Em seguida, escalou a estrutura seguindo os procedimentos padrões. Durante o içamento da escada pelos colaboradores em solo, a parte extensora se desprendeu e caiu de uma altura de 3 metros e atingiu a estrutura, danificando a escada. Houve somente danos materiais.;BA;;;;;Outros;;11;Médio;3 - Trabalho em Altura;Não
Quase Acidente;Transmissão;;Quinta - feira;5;12;2024;10:00 - 11:00;Na atividade de substituição de cadeia de isoladores da estrutura 071/1, da LT 05S5 PAQ/JER, realizada pela equipe da contratada Essencial, durante movimentação da cadeia de isoladores de vidro pela linha de mão, houve um choque entre os isoladores e a estrutura metálica. O vidro de um dos isoladores quebrou e os pequenos estilhaços caíram na direção da equipe de solo. Não houve vítimas.;BA;;;;;Eletricidade;;15;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Transmissão;;Sábado;14;9;2024;;Empregado terceirizado ao conduzir o veículo da empresa, tipo caminhonete, colidiu com o veículo de pequeno porte que trafegava a sua frente que e diminuiu abruptamente a velocidade para realizar conversão à esquerda. O veículo do terceiro girou e se chocou na traseira de um veículo tipo caminhão, que estava estacionado fora da pista. Não houve lesões físicas com os empregados contratados envolvidos na ocorrência. ;PE;;;;;Carro - Colisão ;;13;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;Acima de 10 anos;Quinta - feira;22;8;2024;14:00 - 15:00;Durante a atividade de reisolamento da LT 05V7 500kV, quando a equipe havia realizado a troca do polimérico do lado direito da cadeia V, houve a que a queda do jugo/foice do alto da estrutura 37/1.;CE;;;;;Eletricidade;;13;Médio;4 - Eletricidade;Não
Quase Acidente;Expansão;N/A;Quinta - feira;12;12;2024;14:00 - 15:00;Ao acender a chama de fogo da caneta do maçarico, realizou o ajuste da chama e foi surpreendido com o estouro da caneta. Apenas danos materiais.;BA;-;-;Não;-;Outros;;16;Baixo;9 - Trabalho a Quente;Não
Quase Acidente;Geração - Hidráulica;;Terça- feira;17;9;2024;16:00 - 17:00;O empregado próprio foi informado que houve um centelhamento entre a carcaça e o suporte de um aparelho de ar condicionado no Hall de montagem da Usina Paulo Afonso II (USD) . O mesmo procedeu a medição com detector de tensão confirmando que havia vazamento de corrente, acarretando risco de choque elétrico.;BA;;;;;Outros;;11;Médio;4 - Eletricidade;Não
Quase Acidente;Geração - Hidráulica;;Segunda - feira;30;9;2024;14:00 - 15:00;Um empregado próprio constatou pedaços de concreto no Piso Gerador da Usina de Paulo Afonso I, nas proximidades da 01G1, provenientes de desprendimento do teto.;BA;;;;;Outros;;16;Baixo;Outros;Não
